id,観点,名前,普通なら,ここでは,効く理由,CSS,使う場所,効き,手間,出典
space/heading-outside-block,余白,見出しをブロックの外へ外置きし、罫を引かず空白距離だけで関係を作る,見出しをリストやパネルの真上に置き、下に罫を1本引いて区切る,shoei_s03=縦組みのNEWSが x≈95 に単独で立ち、リストの日付は x≈245 から始まる。見出しとリストの間に罫も枠もなく、画面左1/3は完全な空白のまま。見出し側だけ sticky で止まり本文が流れる。seiha_s08=見出し2行をパネルの上辺の外・右寄りに左揃えで置き、パネルには一切乗せない。左約40%は巨大数字とVALUEだけの広い白。,見出しが止まり本文が流れる関係を、線ではなく空白の距離だけで作る。罫を1本減らすと画面が静かになる,".sec{display:grid; grid-template-columns:230px 1fr; gap:0}
.sec>h2{position:sticky; top:120px; align-self:start;
  writing-mode:vertical-rl; letter-spacing:.18em; margin:0}
.sec>.list{border:0}            /* 罫は引かない */
/* パネルの外へ見出しを出す場合 */
.sec--panel{display:grid; grid-template-columns:38% 62%}
.sec--panel>h2{grid-column:2; text-align:left; margin:0 0 14px}
.sec--panel>.num{grid-column:1; grid-row:1/3}",features value voice access footer,3,1,shoei_s03 sho_seiha_s08
space/hero-inset-one-side-eaten,余白,FVを全画面写真にせず三辺に余白を残した帯にし、1辺だけ隣の面に食わせる,FVは画面いっぱいに写真を敷き、その上に白文字のキャッチを乗せる,musashino_s01=写真は左36px・上57px・下70pxの白い余白を残した横長の面として置かれ、右辺だけが金色の面に食われている。ロゴと校名は写真の外の白地に乗り、写真の上には校訓と100周年エンブレムだけを置く。,四辺のうち三辺を余白で締め、一辺だけ他要素に食わせると、写真が「壁」でなく「1枚の作品」に見える。全画面ブリードの逆張りとして効く,".hero{position:relative; display:grid; grid-template-columns:1fr 39%; background:#fff}
.hero-img{margin:57px 0 70px 36px; width:calc(100% - 36px); height:72vh;
  object-fit:cover; display:block; border-radius:0}
.hero-side{background:#c8a95d; padding:24px 40px}   /* 写真の右辺を食う面 */
.hero .brand{position:absolute; top:18px; left:36px} /* 写真の外の白地に置く */",hero,3,1,musashino_s01
space/never-show-whole-shape,余白,大きな面・図形・タイル群の全形を見せない（外側余白ゼロで四辺すべて切る）,背景の装飾は画面内に収まる小さめの図形にするか、薄い色面をコンテナの内側に敷く,gakugei_s01=ピンクの大円は左辺、水色の面は上辺、黄緑の面は右辺でそれぞれ断ち落とし、どれも全形が見えない。中央だけ白のまま残す。ogawa_s13=版面の1/3を超える濃紺(#1e3350)の正円を右端で切って半分だけ見せ、文字も写真も乗せない。tanq_s01=タイルグリッドの最下段を高さ1/3で切り、左右も列の途中で切り、外側余白を一切作らずCTAピルをタイルに直接重ねる。,全形が見えないと画面が「窓」に見え、レイアウトが版面の外まで続く＝実物より規模が大きく感じる,".hero{position:relative; overflow:hidden; background:#f7f7f5}
.blob{position:absolute; border-radius:50%}
.blob.pink{left:-32%; top:6%; width:46%; aspect-ratio:1; background:#f4c3ca}
.blob.blue{top:-22%; right:22%; width:34%; aspect-ratio:1.4/1; background:#8fd3ec}
.blob.navy{right:-9%; top:40%; width:34vw; aspect-ratio:1; background:#1e3350; z-index:0}
/* タイル群を全方向で切る */
section{height:100svh; overflow:hidden; padding:0}
.tiles{width:calc(100% + 160px); margin-inline:-80px}
.cta{position:absolute; bottom:40px; left:50%; transform:translateX(-50%)}",hero features value cta,3,1,gakugei_s01 ogawa_s13 tanq_s01
space/rail-cut-both-ends,余白,横並びの列を画面端で断ち落とし、矢印なしで「続き」を見せる,カルーセルはコンテナ幅に収め、3枚を等間隔で中央寄せして端で切れないようにする,odrive_s11=版面には3枚ぶん収め、左端x=0と右端に前後のカットを数十pxだけ覗かせて切る。kobe-wu_s04=1枚目には左余白があるのに3枚目だけ右端で切れる非対称。musashino_s11=白い年表パネルの左辺だけ50px空け、右は画面外へ突き抜けて項目文が文字の途中で切れる。kobe-wu_s09=5枚を隙間ゼロで並べ、パネル幅を1要素だけ破って100vwに広げる。,端で切れた前後カットが「もっと見る」より雄弁に続きを伝え、静かな一覧に横方向の運動が1本だけ入る,".rail{display:flex; gap:22px; overflow-x:auto; scroll-snap-type:x mandatory;
  margin-inline:calc(50% - 50vw); padding-inline:48px}
.rail>li{flex:0 0 300px; scroll-snap-align:center}
.rail::-webkit-scrollbar{display:none}
/* 右だけ切る（左は版面に揃える） */
.rail--r{margin-left:0; margin-right:calc(50% - 50vw); padding-right:30vw}
/* 文字が途中で切れるのを許す */
.rail li p{white-space:nowrap; overflow:hidden}
/* 隙間ゼロの帯にする場合 */
.strip{display:flex; gap:0; width:100vw; margin-left:calc(50% - 50vw); height:160px}
.strip img{flex:1 1 0; min-width:0; height:100%; object-fit:cover}",features voice member access value,3,1,odrive_s11 kobe-wu_s04 musashino_s11 kobe-wu_s09 r-reha_s07
space/type-to-the-edge,余白,巨大文字に余白を与えず、版面の最外線にツラで合わせるか画面外へ断ち落とす,見出しは上下左右に十分な余白を取って全体を見せる。フッターはコピーライトを小さく中央寄せして終える,unico_s01=赤い「ACCELERATE」を画面幅の約7割で置き、Aの左端を左マージンの縦罫(x=30)にぴったり合わせる。日本語キャッチは一切なく欧文1語だけ。meisei-es_s16=学校英名を高さ40px超のセリフ体大文字・字間.14emで1行に組み、左端のMと右端のLが画面端で切れ、下端もページ下端で切れてフッターの床そのものになる。hanamaru_s04=タイル文字の上端をセクション上端y=0でぶつ切りにし、左右には広い余白を残したまま上だけ切る。,罫と文字が同じ線から始まると巨大でも版面が崩れず「意図してはみ出している」に読める。切れた文字は実寸が画面より大きいと分かり、実際以上のスケールが出る,"h1{font-size:clamp(64px,13vw,180px); font-weight:800; line-height:.9;
  letter-spacing:-.01em; color:#e8342a; margin:0 0 0 30px}  /* 左マージン罫とツラ */
.footer-mark{font-family:serif; font-size:clamp(40px,7.5vw,96px); letter-spacing:.14em;
  white-space:nowrap; line-height:.8; margin:0 -6vw -.18em; color:#8e2b2b}
.tiles{margin-top:-44px}          /* 上端だけ切る */
section,.footer{overflow:hidden; padding-top:0}",hero footer cta value,3,1,unico_s01 meisei-es_s16 hanamaru_s04
space/margin-as-stage,余白,本文カラムを画面の32〜40%まで細くし、外側の余白を「絵を置く場所」にする,写真も本文も同じグリッド幅に並べ、余白は上下左右に均等に残す,meisei-es_s02=本文は画面幅の約32%しかない細い中央カラム。左右に残った広い余白に人物の切り抜きを置き、左の子は画面左端から2%、右の子は右端から10%。人物と本文は1pxも重ならない。meisei-kg_s03=本文は幅約420pxの中央カラム、切り抜き写真はその左右の空きマージン（左端から約10px、右端から約30px）に置く。,広い左右マージンが「余りもの」でなく舞台になるので、文章量が少なくても画面が持つ,".sec{position:relative}
.sec>.body{max-width:32%; margin-inline:auto}
.fig-l{position:absolute; left:2%;  top:40%; width:26%}
.fig-r{position:absolute; right:8%; top:42%; width:18%}
/* 固定幅カラムなら負のオフセットで外へ */
.wrap{max-width:560px; margin-inline:auto; position:relative}
.cut-l{position:absolute; left:-190px; bottom:0; width:150px}
.cut-r{position:absolute; right:-190px; top:20px; width:150px}
@media(max-width:768px){.fig-l,.fig-r{position:static; width:60%}}",value voice features hero,3,2,meisei-es_s02 meisei-kg_s03
space/oversize-lineart-as-ground,余白,空きカラムを、カラム幅より大きい塗りなし線画で埋めて端で切る,見出し＋リード文の下は空白のままにするか、小さなアイコンを1つ置く,lumiarch_s06=左カラムに「虫めがねを持つ手」の1色線画をカラム幅の135%スケールで描き、セクション下端とカラム境界で切り落とす。s08=椅子とテーブルの絵を幅520px超で置き画面左端で切る。s05=有機的な植物の線を左端と下端で切る。3例とも塗りなし・線幅1.2〜1.5px・色は見出しと同じ青。,拡大して切ると「絵」でなく「地の模様」になり、隣の記事カードの情報量とぶつからずに空きカラムが版面として成立する,".lead-col{position:relative; overflow:hidden}
.lead-col svg{width:135%; margin-left:-12%; display:block}
.lead-col svg *{fill:none; stroke:#1a5fe0; stroke-width:1.2; stroke-linecap:round}
/* 画面左端まで抜く場合 */
.lead-col svg{position:absolute; left:-120px; top:180px; width:520px}",features value voice access,3,2,lumiarch_s06 lumiarch_s08 lumiarch_s05
space/row-stagger,余白,横一列の天地と高さを揃えず、段差でリズムを作る,3枚を等幅・等高・同じ天地位置で中央寄せし、きれいに整列させる,r-reha_s07=4枚の上端が y=63/75/96/110 と約12pxずつずれ、高さは145pxと180pxが交互。両端の1枚は画面外で切れる。yugao_s06=各写真に8pxのベージュのマット枠と淡い影を付け、±3〜8°ずつ違う角度で回し、上下位置も揃えない。,揃っていないこと自体が「たくさんある中の一部」の表現になり、点数が少なくても群れに見える,".row{display:flex; align-items:flex-start; gap:22px}
.row>li:nth-child(1){height:145px; margin-top:0}
.row>li:nth-child(2){height:180px; margin-top:12px}
.row>li:nth-child(3){height:145px; margin-top:33px}
.row>li:nth-child(4){height:180px; margin-top:47px}
/* 実物写真の見立てにする場合 */
.pic{border:8px solid #e7ddc9; box-shadow:0 3px 8px rgba(0,0,0,.18)}
.pic:nth-child(odd){transform:rotate(-5deg)} .pic:nth-child(even){transform:rotate(3deg)}",features voice member value,3,2,r-reha_s07 yugao_s06
space/deco-crosses-panel-edge,余白,装飾に面の輪郭をまたがせ、閉じたパネルの外周を2点だけ破る,イラストは白い面の内側に余白を確保して収め、パネルの角丸の輪郭はきれいに閉じておく,meisei-kg_s10=角丸の白い紙面の下辺を紫の蝶が半分またいでピンク地側へ出て、右上の緑の草も上辺から外へ出る。破っているのはその2点だけで他の外周は完全に閉じている。tanq_s11=帯の上辺の外にオレンジの上向き三角が1つ突き出し、帯の下の余白に緑と青の三角が浮く。どれもカードにも文字にも接していない。,輪郭が完璧に閉じないので紙が「机の上に置かれている」ように見え、四角い面の硬さが外から崩れる,".sheet{position:relative; overflow:visible; background:#fff; border-radius:20px}
.sheet>.doodle{position:absolute; z-index:3}
.doodle--btm{bottom:-14px; left:38%; width:34px}
.doodle--top{top:-8px; right:8%; width:30px}
.tri{position:absolute; width:12px; height:12px; background:#f39800;
  clip-path:polygon(50% 0,100% 100%,0 100%); top:-11px; left:12%}
.tri--l{background:#8dc21f; clip-path:polygon(0 50%,100% 0,100% 100%); top:calc(100% + 8px)}",features voice value access footer,2,1,meisei-kg_s10 tanq_s11
space/gap-as-shape,余白,ガターを詰めて、隙間そのものに形を持たせる,カード間に32〜48pxの均等ガターを取り、隙間は長方形になる,musashino_s07=3つの正円の間隔を約20pxまで詰め、残ったクリーム地が両側から抉られた砂時計形の細い帯になる。円の上端はセクション上辺で切れ、罫は1本も引いていない。kobe-wu_s09は逆に隙間を0にして5枚を1本の帯として読ませる。,円を寄せると隙間が凹形になり、罫を引かなくても分割が読める。ガターが「余り」でなく描かれた形になる,".row{display:flex; justify-content:center; gap:20px; margin-top:-24px}
.row>li{flex:0 0 30%; aspect-ratio:1; border-radius:50%; overflow:hidden}
section{overflow:hidden; background:#faf8f2}   /* 地色＝隙間の色になる */
/* 隙間を完全に殺す側 */
.strip{display:flex; gap:0}
.strip img{flex:1 1 0; min-width:0; object-fit:cover}",value features member,2,1,musashino_s07 kobe-wu_s09
type/no-scrim,文字,写真上の白抜き文字にオーバーレイを敷かず、明朝＋影だけで浮かせる,太いゴシックの白見出しを写真中央に置き、可読性のため黒の半透明スクリムかグラデを敷く。,"探究学舎は原色のモザイク写真の上に、角ゴでなく Noto Serif JP の白・字間0.08emで主見出しを置き、overlayを一切敷かず text-shadow:0 2px 12px rgba(0,0,0,.45) だけで浮かせ、行の位置を暗いタイルの行に合わせている。We are Buddiesは明るい写真をそのまま使い、縦組み3列を被写体（ポール・人物）の縦の隙間へ流して文字と被写体を重ねない。",オーバーレイを掛けないぶん写真の色が濁らず、明朝の細い線が原色の騒がしさを鎮める。,".on-photo{font-family:""Noto Serif JP"",serif; color:#fff; letter-spacing:.08em; line-height:1.6;
  text-shadow:0 2px 12px rgba(0,0,0,.45), 0 0 2px rgba(0,0,0,.25)}
/* スクリムを足すとしても文字の行だけに限定する */
.on-photo::before{content:''; position:absolute; inset:auto 0 0 0; height:38%;
  background:linear-gradient(transparent, rgba(0,0,0,.28))}",hero cta voice,3,1,tanq_s01 buddies_s01
type/oversize-bleed,文字,極大タイポを版面の外へ断ち落とす（薄くすれば地紋、濃くすれば主役）,見出しは画面内に収めて両端に余白を残し、背景は無地のままにする。,"巴里夕顔は「PARIS YUGAO」を字面高さ約150px（セクション高の4割）で敷き左右とも画面端で切断、色は地#F7F1E6に対し#E8DDC8（明度差3〜6%）で写真の下へ潜らせる。追手門は黒地#101012に#26262aで210pxの""TEACHER""を2行敷き、上下端で「C」「TEA」しか見えない状態に断つ。明星幼稚園は逆に淡ピンク帯へ濃い臙脂96pxの「MEISEI KINDERGARTEN」を字間0.14emで組み最後のNを右端で切る。unicoは赤の「YOUR TALENT」を画面幅の7割・line-height:.82 で写真の外の白場に置き上端を切る。",版面より文字が大きいと分かった時点で画面の外にも続きがあるように見え、無地の面に密度が入る。,".sec{position:relative; overflow:hidden}
.sec > *{position:relative; z-index:1}
/* 地紋として敷く（明度差3〜6%） */
.ghost{position:absolute; font:900 clamp(80px,18vw,210px)/.8 Helvetica,Arial,sans-serif; letter-spacing:-.02em; white-space:nowrap; color:#efe7d8; user-select:none; pointer-events:none; z-index:0}
.ghost.t{top:-120px; left:180px}
.ghost.b{bottom:-130px; left:-40px}
/* 主役のまま端で切る */
.bleed{font-size:clamp(56px,11vw,140px); font-weight:800; line-height:.82; letter-spacing:-.01em; color:#E8352B; white-space:nowrap; margin-left:6vw}
.wrap{overflow-x:clip}",hero section-head value features footer,3,1,yugao_s01 yugao_s13 odrive_s05 meisei-kg_s13 unico_s02
type/two-tier-latin-jp,文字,欧文と和文を2段に組み、級数・太さ・色の主従をわざと逆転させる,和文見出しを大きく太く置き、英字はその上か下に小さく添える。,"神戸女子は「Shinjo MAG」を本文の3.5倍・weight300・ティールにし、上の「神女の活動をみる」を11pxのボールド黒に。頌栄は38px・weight300・薄グレー#8a8a90（字間0.2em）の""COURCE""の下に11pxの濃い紫で和文を置き、最も大きい文字が最も薄いという逆転をつくる。巴里夕顔のナビは26pxの金セリフ＋真下に8px・字間0.24emの和文だけで、枠・下線・アイコン・区切り罫がいずれもない。嘉瀬は逆に和文を主にし ::after で8pxの小文字欧文を緑で敷く。学藝は7px×4行積みの欧文を34px見出しの右肩に浮かせ、比1:5で装飾記号として読ませる。",「大きい＝重要」を外すと、大きさが場所の指定、色が読む順の指定として別々に働く。,".tier .en{font-size:clamp(28px,4vw,56px); font-weight:300; letter-spacing:.2em; color:#8a8a90; line-height:1}
.tier .ja{font-size:11px; font-weight:700; letter-spacing:.12em; color:#5b52a3; margin-top:6px}
/* 和文主・欧文従は1要素で完結させる */
.nav a{display:grid; justify-items:center; line-height:1.2}
.nav a::after{content:attr(data-en); font-size:9px; letter-spacing:.18em; color:#3f9a5a; text-transform:lowercase; margin-top:6px}
/* 極小欧文の積み組み */
.eyebrow{position:absolute; right:0; top:4px; width:5em; font-size:7px; line-height:1.7; text-align:center; font-weight:700; letter-spacing:.06em}",section-head nav footer features value,3,1,kobe-wu_s05 shoei_s08 musashino_s08 musashino_s07 yugao_s15 yugao_s07 odrive_s13 kase_s01 gakugei_s07
type/vertical-rail-head,文字,和文見出しを縦組みにし、90°倒した極小欧文を並走させて左端に柱を立てる,見出しは横組みで左上に置き、英字ラベルはその上に小さく横組みで添える。,「明星幼稚園のご紹介」を vertical-rl・字間0.12〜0.28em で左端に立て、その右に9〜10pxの「INTRODUCTION」を text-orientation:sideways（90°倒し）で並走。級数比は約3倍で、欧文だけ臙脂や青紫に振る。頌栄は逆に欧文44pxを縦柱にし、カタカナを upright で右肩に9pxで添えてルビ扱い。リニエは2行の縦組みの行間と外側に1pxの点線縦罫を計3本通し、原稿用紙の柱にしている。ogawaは本文まで縦組みにし、最右列の見出しだけ字間0.45em。,横組みだらけの版面に細い縦の柱が2本立つと、左の余白が「余り」でなく構造として読める。,".v-title{writing-mode:vertical-rl; font-feature-settings:'palt' 1; letter-spacing:.16em; line-height:2.4; font-size:clamp(20px,2.4vw,28px)}
.v-label{writing-mode:vertical-rl; text-orientation:sideways; font-size:9px; letter-spacing:.32em; color:#8b2331; margin-left:2px}
/* 和文を正立で積む場合 */
.v-label.ja{text-orientation:upright; letter-spacing:.25em}
/* 原稿用紙の柱にする */
.v-title span{display:inline-block; border-left:1px dotted #c0c0c0; padding-inline:16px}
.rail{display:flex; flex-direction:row-reverse; gap:14px; align-items:flex-start}",hero section-head value features member voice news,3,2,shoei_s03 meisei-kg_s07 meisei-es_s07 linie_s05 linie_s06 linie_s11 shoei_s04 shoei_s11 yamanomi_s05 yamanomi_s07 ogawa_s13 ogawa_s10 buddies_s01
type/circular-textpath,文字,欧文を円周に沿わせ、写真の外周を文字で額装する,英文コピーは写真の下に横1行のキャプションとして置く。,"巴里夕顔は""FUSION OF JAPANESE & FRENCH""を写真より一回り大きい直径290pxの円周へ一周させ、内側に金1pxのアーチ罫をもう1本重ね、上部に星グリフを1つだけ添える。別セクションでは同じ文字列を360°回して下半分を逆さのまま写真の縁の上を横切らせ、色は地#F4EFE4より2〜3段暗いだけの#d8cdb8で彫り込みのように沈めている。",文字が装飾罫を兼ねるので、線を1本も足さずに写真の外周の密度が上がる。,"<svg viewBox=""0 0 320 320"">
  <path id=""ring"" d=""M60,160 a100,100 0 1,1 200,0 a100,100 0 1,1 -200,0"" fill=""none""/>
  <text font-size=""13"" letter-spacing=""1.2"" fill=""#c8b48a"">
    <textPath href=""#ring"" startOffset=""8%"">FUSION OF JAPANESE &amp; FRENCH</textPath>
  </text>
</svg>
/* CSSだけでやるなら1文字ずつspan化 */
.ring{position:relative}
.ring span{position:absolute; left:50%; top:0; transform-origin:0 190px; transform:rotate(calc(var(--i)*7.2deg)); font-family:serif; font-size:13px; color:#d8cdb8}",hero about value,3,3,yugao_s10 yugao_s08
type/lettering-as-mark,文字,見出しをフォントで組まず作字し、並べても高さを揃えない,カラム見出しは同じ書体・同じ級数で組み、上端も下端も揃える。,花まるは画面幅の半分を占める巨大な和文見出しを書体でなく矩形タイルの集合で作り、1画を2〜4枚に割って1〜2pxの目地（親の地色が透ける）を走らせ、文字とモザイク地紋を兼ねさせる。学藝の森は3カラムの見出しを、屋根型の線を乗せた「子ども」、字間0.5emで3行に割った「大人／の CoE」、角丸楕円の判子＋「学藝センター」と全部違う作りにし、級数も占有高さもバラバラのまま下の本文の頭の位置だけ揃えている。,見出しを図として扱うと、3本が同じ書式の並列でなく別々のプロジェクトだと一目で伝わる。,".tiles{display:grid; grid-template-columns:repeat(48,8px); grid-auto-rows:8px; gap:2px}
.tiles i{grid-area:var(--r)/var(--c)/span var(--rs)/span var(--cs); background:#f0a0bd}
.tiles i.g{background:#d8d8d8}
/* 高さを揃えず下端だけ合わせる */
.cols{display:grid; grid-template-columns:repeat(3,1fr); align-items:start}
.cols h3{min-height:150px; display:grid; align-content:end; justify-items:center}
.h-coe{letter-spacing:.5em; line-height:1.15; font-size:34px}
.h-kids{font-size:40px}",hero features section-head,3,3,hanamaru_s04 gakugei_s07
type/footer-headline,文字,フッターの最上段をロゴでなく極大の一行コピーにする,フッターはロゴ＋会社名から始め、その下に住所とリンク列を置く。,明星幼稚園は「やってみたい!の種をまく。」を濃赤の丸ゴシック太字で画面幅の6割・下のナビの5〜6倍の級数で中央に1行置き、ロゴも園名もその上に出さない。明星小は「算数で、個育て。」を約44pxで最上段に置き、正式ロゴは下段に高さ26pxで小さく置いて主従を逆転させる。追手門は「MENU」を42pxの極太にし、直下のリンク13pxに対し3倍以上にしてフッターを第二の入口にしている。,最後に見る面に残るのが情報でなく一言になるので、フッターが掃き溜めでなく締めになる。,"footer .slogan{font-size:clamp(28px,5.6vw,80px); font-weight:700; color:#7b1f2b; text-align:center; letter-spacing:.02em; line-height:1.4; margin:0 0 56px}
footer .logo{height:26px; display:block; margin:0 auto}
footer h2{font-size:clamp(36px,5.5vw,60px); font-weight:800; letter-spacing:-.02em; line-height:1; margin-bottom:28px}",footer,2,1,meisei-kg_s15 meisei-es_s16 odrive_s13
type/line-shape-control,文字,和文の行の形をブラウザに任せず、両端揃えか手動改行で決める,本文は左揃えでコンテナ幅に自然折返しさせ、行末のギザギザは自然に見せる。,We are Buddiesは幅230px（約22em）の狭いカラムでも justify＋inter-ideograph＋palt で右端を揃え、行間2.1の正確な矩形にして隣の角丸写真と同じ「面」にする。明星小は逆に1文＝1段落で必ず改行し、行送りを字送りの2.4倍、ブロック間を2.6em空けて詩のように組む。小川ぶどう園は明朝＋字間0.28emで意味の切れ目に手で改行を入れ、円の中で2行に収める。,行末の形は文字ブロックの輪郭そのもので、揃えれば写真と並ぶ面になり、手で切れば語りの速度になる。,"/* 矩形にする */
.block{text-align:justify; text-justify:inter-ideograph; line-break:strict; font-feature-settings:""palt"" 1; letter-spacing:.08em; line-height:2.1; max-width:22em}
/* 行を手で決める */
.poem p{font-size:13px; line-height:2.4; letter-spacing:.08em; margin:0}
.poem p+p{margin-top:0}
.poem+.poem{margin-top:2.6em}
/* 折返し位置の固定（Safariでも効く） */
.nb{display:inline-block}
h2.mincho{font-family:""Yu Mincho"",serif; letter-spacing:.28em; line-height:1.9}",value voice about features hero,2,1,buddies_s04 buddies_s05 meisei-es_s02 sho_hanamaru_s11 ogawa_s05
type/off-horizontal,文字,文字を水平から2〜17°外し、マーカーや線の一部として読ませる,ラベルは角丸ピルに白抜きで水平に置き、矢印の上には水平のままキャプションを添える。,Novakidは「2倍速でスキルアップ」の黄緑の帯（border-radius:2px＝ほぼ角丸ゼロ）ごと-2.5°回し、端をマーカーで引いたような形に崩す。スマイルゼミは矢印線と同じ-17°でラベルを回し、1行目14px濃茶／2行目26pxティール太字と2行の中でも級数と色を切り替える。atama+は文字を回さず、2px×10〜12pxの短線を±20°で3本、要素の真上に浮かせて（＼｜／）下を指す。,水平から外れた文字はUIの部品でなく人が後から書き足した注記に見え、図解の中では線の一部として読める。,".marker{display:inline-block; background:#a9f0a0; border-radius:2px; padding:.35em 1em; transform:rotate(-2.5deg); font-weight:700}
.on-line{display:inline-block; transform:rotate(-17deg); transform-origin:left bottom}
.on-line b{display:block; font-size:26px; color:#00a5b5}
.on-line span{font-size:14px; color:#4a3a35}
.focus{display:flex; justify-content:center; gap:6px; margin-bottom:4px}
.focus i{width:2px; height:12px; background:#0a93a8; display:block}
.focus i:first-child{transform:rotate(22deg)}
.focus i:last-child{transform:rotate(-22deg)}",features value price voice cta,2,1,sho_novakid_s04 sho_smilezemi_s15 sho_atama_s09
type/per-line-plate,文字,見出しを行ごとに独立した面へ載せ、段差・しっぽ・ベタ影で「声」にする,見出し2行を1枚の帯や1つの吹き出しにまとめ、下に細い罫を引く。,やまのみは2行を行ごとに文字幅ぴったりのクリーム地の角丸16pxへ入れ、1px金枠＋右下4pxのベタ影、1行目の右下だけにしっぽを付け、2行目は14px左へずらして短く切る。嘉瀬は「しぜん、／じゆう、／そうぞう。」を縦組みにして幅48pxの緑の角丸帯3本に分け、右から左へ 0/28/56px と下端を階段状に下げ、帯の上端を写真の上辺に乗り出させている。,1行＝1枚の面にすると見出しが文章でなく発話に見え、行の長さの差がそのまま図形のリズムになる。,"/* 横組み・吹き出し */
.line{display:inline-block; background:#fffdf5; border:1px solid #d8b56a; border-radius:16px; padding:10px 22px; box-shadow:4px 4px 0 #f0e6cf}
.line+.line{margin-left:14px; margin-top:10px}
/* 縦組み・柱 */
.bands{display:flex; flex-direction:row-reverse; gap:10px; align-items:flex-start}
.band{writing-mode:vertical-rl; text-orientation:upright; background:#2f9b52; color:#fff; border-radius:8px; padding:20px 10px; font-size:26px}
.bands .band:nth-child(2){margin-top:28px}
.bands .band:nth-child(3){margin-top:56px}",hero section-head value voice,2,1,yamanomi_s05 yamanomi_s07 kase_s01
type/same-size-split,文字,級数を変えず、太さと色だけで1行の見出しを前半・後半に割る,見出しは1色1ウェイトで組み、和文サブを下に小さく添える。,"茗溪は「2026 EVENT」を紺のweight800、「SCHEDULE」を同じ級数のままweight400＋#8fa0bb に落とし、1行の途中で重さが切り替わる。武蔵野は""OUR""を黒、""PHILOSOPHY""を金にしてスモールキャップスの明朝で1行に同居させ、黒/金・大/小・欧文/和文の3対比を1つの見出しに畳む。行の高さは最後まで変わらない。",行の高さを揃えたまま主従が付くので、カード見出しなど整列が要る場所でも強弱が作れる。,".ttl{font-size:clamp(24px,3vw,34px); letter-spacing:.01em}
.ttl b{color:#12306b; font-weight:800}
.ttl span{color:#8fa0bb; font-weight:400}
/* 明朝で格を出す版 */
.ttl.serif{font-family:""Times New Roman"",serif; font-variant:small-caps; letter-spacing:.06em}
.ttl.serif em{color:#b8964f; font-style:normal}",section-head features value,2,1,meikei_s05 musashino_s12 sho_gakken_s05
type/size-gap-inline,文字,見出しと極小リンクを同じ1行にベースライン揃えで置く（級数比4〜6倍）,「一覧を見る」は見出しの反対側に右寄せするか、一覧の下に横長ボタンで置く。,"44pxの極太""TEACHER""の右に8pxの""VIEW MORE""を gap:14px（1文字分）だけ離してベースライン揃え、下線は文字幅より6px長く引く。別セクションでは同じ型で84px対12pxを1行の両端（space-between）へ振り、比は約6倍。上下の余白を一切使わずに見出しと導線が1行に畳まれる。",極端な級数差は隣接して初めて相対値として効き、見出しの巨大さがそのまま強調になる。,".head{display:flex; align-items:baseline; gap:14px}      /* 密着型 */
.head.spread{justify-content:space-between}                /* 両端型 */
.head h2{font-size:clamp(40px,5.6vw,84px); font-weight:800; letter-spacing:-.02em; margin:0}
.head a{font-size:9px; font-weight:700; letter-spacing:.18em; text-decoration:none; border-bottom:1px solid currentColor; padding:0 6px 4px}",section-head news features member,2,1,odrive_s03 odrive_s05 odrive_s07
type/symbol-instead-of-decoration,文字,罫や枠の代わりに記号（＝・&・（）・傍点）を組版要素として使う,見出し間は余白か細い罫で渡し、ラベルはピルや下線、強調は色替えにする。,花まるは字間0.3emの黒細字の小見出しの下に「＝」を1文字だけ中央に置き、その下に字間ゼロのピンク極太3行を置いて「言い換え」の関係を記号で示す（上下で級数比約2倍）。We are Buddiesは2人の名前の間に46pxのGeorgiaの&を地色に近い#f3e3cdで置き、読ませずに接続子として働かせる。リニエは「( SERVICE )」と括弧を文字から離して囲みの代役にし、別セクションでは破線の下線＋傍点（text-emphasis）で強調して洋物テンプレ感を消している。,記号は関係（イコール・並列・囲み・強調）を1文字で名指しできるので、説明文も枠も足さずに構造が伝わる。,".eq{display:block; text-align:center; margin:10px 0; color:#ea4b93}
.eq::before{content:""=""}
.amp{font-family:Georgia,serif; font-size:46px; line-height:1; color:#f3e3cd}
.label{letter-spacing:.3em; font-size:11px; color:#5B7F6B}
.label::before{content:""（ ""} .label::after{content:"" ）""}
h2 span{border-bottom:2px dashed #cdd6d0; padding-bottom:.4em}
.emph{-webkit-text-emphasis:dot #8aa89b; text-emphasis:dot #8aa89b; text-emphasis-position:over right}",section-head value voice member features,2,1,hanamaru_s07 sho_hanamaru_s07 buddies_s10 linie_s07 linie_s03
